longitude,latitude
-73.9994999999999,40.7
-73.9989999999999,40.7
-74.01349999999996,40.700500000000005
-74.01499999999997,40.70100000000001
-74.01449999999997,40.70100000000001
-74.01399999999997,40.70100000000001
-74.01349999999996,40.70100000000001
-74.01299999999996,40.70100000000001
-74.01249999999996,40.70100000000001
-74.01199999999996,40.70100000000001
-74.01149999999996,40.70100000000001
-74.00849999999994,40.70100000000001
-74.01549999999997,40.70150000000001
-74.01499999999997,40.70150000000001
-74.01449999999997,40.70150000000001
-74.01399999999997,40.70150000000001
-74.01349999999996,40.70150000000001
-74.01299999999996,40.70150000000001
-74.01249999999996,40.70150000000001
-74.01199999999996,40.70150000000001
-74.01149999999996,40.70150000000001
-74.01099999999995,40.70150000000001
-74.00899999999994,40.70150000000001
-73.99799999999989,40.70150000000001
-73.99749999999989,40.70150000000001
-73.99699999999989,40.70150000000001
-73.99649999999988,40.70150000000001
-74.01599999999998,40.70200000000001
-74.01549999999997,40.70200000000001
-74.01499999999997,40.70200000000001
-74.01449999999997,40.70200000000001
-74.01399999999997,40.70200000000001
-74.01349999999996,40.70200000000001
-74.01299999999996,40.70200000000001
-74.01249999999996,40.70200000000001
-74.01199999999996,40.70200000000001
-74.01149999999996,40.70200000000001
-74.01099999999995,40.70200000000001
-74.01049999999995,40.70200000000001
-74.00999999999995,40.70200000000001
-74.00949999999995,40.70200000000001
-73.99749999999989,40.70200000000001
-73.99699999999989,40.70200000000001
-73.99649999999988,40.70200000000001
-73.99599999999988,40.70200000000001
-74.01649999999998,40.702500000000015
-74.01599999999998,40.702500000000015
-74.01549999999997,40.702500000000015
-74.01499999999997,40.702500000000015
-74.01449999999997,40.702500000000015
-74.01399999999997,40.702500000000015
-74.01349999999996,40.702500000000015
-74.01299999999996,40.702500000000015
-74.01249999999996,40.702500000000015
-74.01199999999996,40.702500000000015
-74.01149999999996,40.702500000000015
-74.01099999999995,40.702500000000015
-74.01049999999995,40.702500000000015
-74.00999999999995,40.702500000000015
-74.00949999999995,40.702500000000015
-74.00899999999994,40.702500000000015
-74.00849999999994,40.702500000000015
-74.00549999999993,40.702500000000015
-73.99699999999989,40.702500000000015
-73.99649999999988,40.702500000000015
-73.99599999999988,40.702500000000015
-73.99549999999988,40.702500000000015
-74.01699999999998,40.70300000000002
-74.01649999999998,40.70300000000002
-74.01599999999998,40.70300000000002
-74.01549999999997,40.70300000000002
-74.01499999999997,40.70300000000002
-74.01449999999997,40.70300000000002
-74.01399999999997,40.70300000000002
-74.01349999999996,40.70300000000002
-74.01299999999996,40.70300000000002
-74.01249999999996,40.70300000000002
-74.01199999999996,40.70300000000002
-74.01149999999996,40.70300000000002
-74.01099999999995,40.70300000000002
-74.01049999999995,40.70300000000002
-74.00999999999995,40.70300000000002
-74.00949999999995,40.70300000000002
-74.00899999999994,40.70300000000002
-74.00849999999994,40.70300000000002
-74.00799999999994,40.70300000000002
-74.00599999999993,40.70300000000002
-73.99649999999988,40.70300000000002
-73.99599999999988,40.70300000000002
-73.99549999999988,40.70300000000002
-74.01749999999998,40.70350000000002
-74.01699999999998,40.70350000000002
