longitude,latitude,distance_to_center_km,distance_to_station_km
-74.01499999999997,40.70400000000002,7.4554,0.1203
-74.01449999999997,40.70400000000002,7.4388,0.098
-74.01399999999997,40.70400000000002,7.4224,0.091
-74.01349999999996,40.70400000000002,7.4061,0.1026
-74.01299999999996,40.70400000000002,7.3901,0.1277
-74.01249999999996,40.70400000000002,7.3743,0.1602
-74.01199999999996,40.70400000000002,7.3587,0.1963
-74.01149999999996,40.70400000000002,7.3433,0.2345
-74.01099999999995,40.70400000000002,7.3281,0.2739
-74.01049999999995,40.70400000000002,7.3131,0.2793
-74.00999999999995,40.70400000000002,7.2983,0.2894
-74.00949999999995,40.70400000000002,7.2838,0.305
-74.00899999999994,40.70400000000002,7.2694,0.3138
-74.00849999999994,40.70400000000002,7.2553,0.3177
-74.00799999999994,40.70400000000002,7.2414,0.3271
-74.00749999999994,40.70400000000002,7.2277,0.3414
-74.00699999999993,40.70400000000002,7.2143,0.3602
-74.00649999999993,40.70400000000002,7.201,0.3827
-74.00599999999993,40.70400000000002,7.188,0.4083
-74.01799999999999,40.70450000000002,7.5091,0.3336
-74.01749999999998,40.70450000000002,7.4912,0.2917
-74.01699999999998,40.70450000000002,7.4734,0.2499
-74.01649999999998,40.70450000000002,7.4559,0.2083
-74.01599999999998,40.70450000000002,7.4385,0.1669
-74.01549999999997,40.70450000000002,7.4214,0.126
-74.01499999999997,40.70450000000002,7.4044,0.0863
-74.01449999999997,40.70450000000002,7.3877,0.0509
-74.01399999999997,40.70450000000002,7.3711,0.0357
-74.01349999999996,40.70450000000002,7.3548,0.0593
-74.01299999999996,40.70450000000002,7.3387,0.0964
-74.01249999999996,40.70450000000002,7.3227,0.1365
-74.01199999999996,40.70450000000002,7.307,0.1776
-74.01149999999996,40.70450000000002,7.2915,0.2191
-74.01099999999995,40.70450000000002,7.2762,0.2198
-74.01049999999995,40.70450000000002,7.2611,0.2247
-74.00999999999995,40.70450000000002,7.2462,0.2371
-74.00949999999995,40.70450000000002,7.2316,0.2559
-74.00899999999994,40.70450000000002,7.2171,0.2582
-74.00849999999994,40.70450000000002,7.2029,0.263
-74.00799999999994,40.70450000000002,7.1889,0.2742
-74.00749999999994,40.70450000000002,7.1751,0.2912
-74.00699999999993,40.70450000000002,7.1615,0.313
-74.00649999999993,40.70450000000002,7.1482,0.3386
-74.00599999999993,40.70450000000002,7.1351,0.3673
-74.00549999999993,40.70450000000002,7.1222,0.3984
-74.00299999999991,40.70450000000002,7.0611,0.5753
-74.01849999999999,40.70500000000003,7.4771,0.3744
-74.01799999999999,40.70500000000003,7.4589,0.3323
-74.01749999999998,40.70500000000003,7.4408,0.2903
-74.01699999999998,40.70500000000003,7.423,0.2482
-74.01649999999998,40.70500000000003,7.4053,0.2063
-74.01599999999998,40.70500000000003,7.3878,0.1644
-74.01549999999997,40.70500000000003,7.3706,0.1227
-74.01499999999997,40.70500000000003,7.3535,0.0814
-74.01449999999997,40.70500000000003,7.3366,0.0419
-74.01399999999997,40.70500000000003,7.32,0.0211
-74.01349999999996,40.70500000000003,7.3035,0.0518
-74.01299999999996,40.70500000000003,7.2873,0.0921
-74.01249999999996,40.70500000000003,7.2712,0.1335
-74.01199999999996,40.70500000000003,7.2554,0.1753
-74.01149999999996,40.70500000000003,7.2398,0.1683
-74.01099999999995,40.70500000000003,7.2244,0.1642
-74.01049999999995,40.70500000000003,7.2092,0.1707
-74.00999999999995,40.70500000000003,7.1942,0.1867
-74.00949999999995,40.70500000000003,7.1794,0.2053
-74.00899999999994,40.70500000000003,7.1649,0.2027
-74.00849999999994,40.70500000000003,7.1505,0.2087
-74.00799999999994,40.70500000000003,7.1364,0.2227
-74.00749999999994,40.70500000000003,7.1225,0.2433
-74.00699999999993,40.70500000000003,7.1089,0.269
-74.00649999999993,40.70500000000003,7.0954,0.2984
-74.00599999999993,40.70500000000003,7.0822,0.3306
-74.00549999999993,40.70500000000003,7.0692,0.3648
-74.00499999999992,40.70500000000003,7.0565,0.4006
-74.00449999999992,40.70500000000003,7.0439,0.4374
-74.00349999999992,40.70500000000003,7.0196,0.5136
-74.00249999999991,40.70500000000003,6.9961,0.592
-74.00149999999991,40.70500000000003,6.9736,0.6719
-74.01899999999999,40.70550000000003,7.4457,0.4229
-74.01849999999999,40.70550000000003,7.4271,0.3815
-74.01799999999999,40.70550000000003,7.4088,0.3403
-74.01749999999998,40.70550000000003,7.3906,0.2993
-74.01699999999998,40.70550000000003,7.3726,0.2588
-74.01649999999998,40.70550000000003,7.3548,0.2189
-74.01599999999998,40.70550000000003,7.3372,0.1799
-74.01549999999997,40.70550000000003,7.3198,0.1428
-74.01499999999997,40.70550000000003,7.3026,0.1095
-74.01449999999997,40.70550000000003,7.2857,0.0843
-74.01399999999997,40.70550000000003,7.2689,0.0761
-74.01349999999996,40.70550000000003,7.2523,0.0896
-74.01299999999996,40.70550000000003,7.236,0.1176
-74.01249999999996,40.70550000000003,7.2198,0.1522
-74.01199999999996,40.70550000000003,7.2039,0.1346
-74.01149999999996,40.70550000000003,7.1881,0.1148
-74.01099999999995,40.70550000000003,7.1726,0.1086
-74.01049999999995,40.70550000000003,7.1573,0.1182
-74.00999999999995,40.70550000000003,7.1422,0.1404
-74.00949999999995,40.70550000000003,7.1273,0.1507
-74.00899999999994,40.70550000000003,7.1127,0.1471
-74.00849999999994,40.70550000000003,7.0982,0.1554
-74.00799999999994,40.70550000000003,7.084,0.1737
-74.00749999999994,40.70550000000003,7.07,0.1994
-74.00699999999993,40.70550000000003,7.0563,0.23
-74.00649999999993,40.70550000000003,7.0427,0.2638
-74.00599999999993,40.70550000000003,7.0294,0.2998
-74.00549999999993,40.70550000000003,7.0163,0.3371
-74.00499999999992,40.70550000000003,7.0034,0.3755
-74.00449999999992,40.70550000000003,6.9908,0.4146
-74.00399999999992,40.70550000000003,6.9784,0.4543
-74.00299999999991,40.70550000000003,6.9543,0.5348
-74.00249999999991,40.70550000000003,6.9426,0.5754
-74.00199999999991,40.70550000000003,6.9312,0.6162
-74.00149999999991,40.70550000000003,6.9199,0.6573
-74.0009999999999,40.70550000000003,6.909,0.6984
-74.01899999999999,40.70600000000003,7.3959,0.4363
-74.01849999999999,40.70600000000003,7.3772,0.3963
-74.01799999999999,40.70600000000003,7.3587,0.3568
-74.01749999999998,40.70600000000003,7.3404,0.318
-74.01699999999998,40.70600000000003,7.3223,0.2802
-74.01649999999998,40.70600000000003,7.3044,0.2438
-74.01599999999998,40.70600000000003,7.2867,0.2095
-74.01549999999997,40.70600000000003,7.2692,0.1787
-74.01499999999997,40.70600000000003,7.2519,0.1533
-74.01449999999997,40.70600000000003,7.2348,0.1366
-74.01399999999997,40.70600000000003,7.2179,0.1317
-74.01349999999996,40.70600000000003,7.2012,0.1363
-74.01299999999996,40.70600000000003,7.1847,0.1387
-74.01249999999996,40.70600000000003,7.1684,0.1327
-74.01199999999996,40.70600000000003,7.1524,0.0956
-74.01149999999996,40.70600000000003,7.1365,0.0648
-74.01099999999995,40.70600000000003,7.1209,0.0531
-74.01049999999995,40.70600000000003,7.1055,0.0707
-74.00999999999995,40.70600000000003,7.0903,0.1036
-74.00949999999995,40.70600000000003,7.0753,0.0973
-74.00899999999994,40.70600000000003,7.0605,0.0917
-74.00849999999994,40.70600000000003,7.046,0.1044
-74.00799999999994,40.70600000000003,7.0317,0.1301
-74.00749999999994,40.70600000000003,7.0176,0.1629
-74.00699999999993,40.70600000000003,7.0037,0.1992
-74.00649999999993,40.70600000000003,6.99,0.2374
-74.00599999999993,40.70600000000003,6.9766,0.2768
-74.00549999999993,40.70600000000003,6.9634,0.3169
-74.00499999999992,40.70600000000003,6.9505,0.3575
-74.00449999999992,40.70600000000003,6.9377,0.3983
-74.00399999999992,40.70600000000003,6.9253,0.4395
-74.00349999999992,40.70600000000003,6.913,0.4808
-74.00299999999991,40.70600000000003,6.901,0.5222
-74.00249999999991,40.70600000000003,6.8892,0.5638
-74.00199999999991,40.70600000000003,6.8776,0.6054
-74.00149999999991,40.70600000000003,6.8663,0.6471
-74.01899999999999,40.706500000000034,7.3462,0.4561
-74.01849999999999,40.706500000000034,7.3273,0.4181
-74.01799999999999,40.706500000000034,7.3087,0.3808
-74.01749999999998,40.706500000000034,7.2903,0.3448
-74.01699999999998,40.706500000000034,7.2721,0.3102
-74.01649999999998,40.706500000000034,7.254,0.2778
-74.01599999999998,40.706500000000034,7.2362,0.2379
-74.01549999999997,40.706500000000034,7.2186,0.1987
-74.01499999999997,40.706500000000034,7.2011,0.1611
-74.01449999999997,40.706500000000034,7.1839,0.1262
-74.01399999999997,40.706500000000034,7.1669,0.0974
-74.01349999999996,40.706500000000034,7.1501,0.0812
-74.01299999999996,40.706500000000034,7.1335,0.0851
-74.01249999999996,40.706500000000034,7.1171,0.107
-74.01199999999996,40.706500000000034,7.1009,0.0796
-74.01149999999996,40.706500000000034,7.085,0.0375
-74.01099999999995,40.706500000000034,7.0692,0.0054
-74.01049999999995,40.706500000000034,7.0537,0.0469
-74.00999999999995,40.706500000000034,7.0384,0.0838
-74.00949999999995,40.706500000000034,7.0233,0.0491
-74.00899999999994,40.706500000000034,7.0084,0.0367
-74.00849999999994,40.706500000000034,6.9938,0.0619
-74.00799999999994,40.706500000000034,6.9793,0.0994
-74.00749999999994,40.706500000000034,6.9651,0.1395
-74.00699999999993,40.706500000000034,6.9512,0.1806
-74.00649999999993,40.706500000000034,6.9374,0.222
-74.00599999999993,40.706500000000034,6.9239,0.2637
-74.00549999999993,40.706500000000034,6.9106,0.3055
-74.00499999999992,40.706500000000034,6.8975,0.3474
-74.00449999999992,40.706500000000034,6.8847,0.3894
-74.00399999999992,40.706500000000034,6.8721,0.4314
-74.00349999999992,40.706500000000034,6.8598,0.4734
-74.00299999999991,40.706500000000034,6.8477,0.5154
-74.00249999999991,40.706500000000034,6.8358,0.5575
-74.00199999999991,40.706500000000034,6.8241,0.5995
-74.00149999999991,40.706500000000034,6.8127,0.6416
-74.01899999999999,40.70700000000004,7.2965,0.4775
-74.01849999999999,40.70700000000004,7.2776,0.4355
-74.01799999999999,40.70700000000004,7.2588,0.3934
-74.01749999999998,40.70700000000004,7.2403,0.3513
-74.01699999999998,40.70700000000004,7.2219,0.3093
-74.01649999999998,40.70700000000004,7.2037,0.2673
-74.01599999999998,40.70700000000004,7.1858,0.2254
-74.01549999999997,40.70700000000004,7.168,0.1835
-74.01499999999997,40.70700000000004,7.1505,0.1419
-74.01449999999997,40.70700000000004,7.1331,0.1006
-74.01399999999997,40.70700000000004,7.116,0.0606
-74.01349999999996,40.70700000000004,7.0991,0.0279
-74.01299999999996,40.70700000000004,7.0824,0.0378
-74.01249999999996,40.70700000000004,7.0659,0.0751
-74.01199999999996,40.70700000000004,7.0496,0.0986
-74.01149999999996,40.70700000000004,7.0335,0.0693
-74.01099999999995,40.70700000000004,7.0176,0.0585
-74.01049999999995,40.70700000000004,7.002,0.0748
-74.00999999999995,40.70700000000004,6.9866,0.0784
-74.00949999999995,40.70700000000004,6.9713,0.0392
-74.00899999999994,40.70700000000004,6.9564,0.0216
-74.00849999999994,40.70700000000004,6.9416,0.0544
-74.00799999999994,40.70700000000004,6.9271,0.0948
-74.00749999999994,40.70700000000004,6.9128,0.1363
-74.00699999999993,40.70700000000004,6.8987,0.1781
-74.00649999999993,40.70700000000004,6.8848,0.2201
-74.00599999999993,40.70700000000004,6.8712,0.2621
-74.00549999999993,40.70700000000004,6.8578,0.3041
-74.00499999999992,40.70700000000004,6.8447,0.3462
-74.00449999999992,40.70700000000004,6.8317,0.3883
-74.00399999999992,40.70700000000004,6.819,0.4303
-74.00349999999992,40.70700000000004,6.8066,0.4725
-74.00299999999991,40.70700000000004,6.7944,0.5146
-74.00249999999991,40.70700000000004,6.7824,0.5567
-74.00199999999991,40.70700000000004,6.7707,0.5988
-74.00149999999991,40.70700000000004,6.7592,0.6409
-74.0009999999999,40.70700000000004,6.7479,0.6831
-74.01799999999999,40.70750000000004,7.209,0.3939
-74.01749999999998,40.70750000000004,7.1903,0.3519
-74.01699999999998,40.70750000000004,7.1718,0.3099
-74.01649999999998,40.70750000000004,7.1536,0.268
-74.01599999999998,40.70750000000004,7.1355,0.2262
-74.01549999999997,40.70750000000004,7.1176,0.1845
-74.01499999999997,40.70750000000004,7.0999,0.1432
-74.01449999999997,40.70750000000004,7.0825,0.1025
-74.01399999999997,40.70750000000004,7.0652,0.0636
-74.01349999999996,40.70750000000004,7.0481,0.0339
-74.01299999999996,40.70750000000004,7.0313,0.0424
-74.01249999999996,40.70750000000004,7.0147,0.0775
-74.01199999999996,40.70750000000004,6.9983,0.1173
-74.01149999999996,40.70750000000004,6.9821,0.1199
-74.01099999999995,40.70750000000004,6.9661,0.114
-74.01049999999995,40.70750000000004,6.9503,0.1231
-74.00999999999995,40.70750000000004,6.9348,0.107
-74.00949999999995,40.70750000000004,6.9195,0.0827
-74.00899999999994,40.70750000000004,6.9044,0.076
-74.00849999999994,40.70750000000004,6.8895,0.0909
-74.00799999999994,40.70750000000004,6.8749,0.1196
-74.00749999999994,40.70750000000004,6.8604,0.1546
-74.00699999999993,40.70750000000004,6.8462,0.1924
-74.00649999999993,40.70750000000004,6.8323,0.2318
-74.00599999999993,40.70750000000004,6.8186,0.272
-74.00549999999993,40.70750000000004,6.8051,0.3127
-74.00499999999992,40.70750000000004,6.7918,0.3537
-74.00449999999992,40.70750000000004,6.7788,0.395
-74.00399999999992,40.70750000000004,6.766,0.4365
-74.00349999999992,40.70750000000004,6.7534,0.478
-74.00299999999991,40.70750000000004,6.7411,0.5197
-74.00249999999991,40.70750000000004,6.7291,0.5614
-74.00199999999991,40.70750000000004,6.7172,0.6032
-74.00149999999991,40.70750000000004,6.7057,0.6451
-74.0009999999999,40.70750000000004,6.6943,0.6842
-74.0004999999999,40.70750000000004,6.6832,0.7021
-73.9999999999999,40.70750000000004,6.6724,0.722
-74.01849999999999,40.70800000000004,7.1783,0.4433
-74.01799999999999,40.70800000000004,7.1593,0.4021
-74.01749999999998,40.70800000000004,7.1405,0.3611
-74.01699999999998,40.70800000000004,7.1218,0.3203
-74.01649999999998,40.70800000000004,7.1034,0.28
-74.01599999999998,40.70800000000004,7.0852,0.2402
-74.01549999999997,40.70800000000004,7.0672,0.2015
-74.01499999999997,40.70800000000004,7.0494,0.1645
-74.01449999999997,40.70800000000004,7.0318,0.1306
-74.01399999999997,40.70800000000004,7.0144,0.1029
-74.01349999999996,40.70800000000004,6.9973,0.0877
-74.01299999999996,40.70800000000004,6.9803,0.0914
-74.01249999999996,40.70800000000004,6.9636,0.1121
-74.01199999999996,40.70800000000004,6.947,0.1425
-74.01149999999996,40.70800000000004,6.9307,0.1735
-74.01099999999995,40.70800000000004,6.9146,0.1695
-74.01049999999995,40.70800000000004,6.8987,0.1758
-74.00999999999995,40.70800000000004,6.8831,0.1515
-74.00949999999995,40.70800000000004,6.8676,0.1354
-74.00899999999994,40.70800000000004,6.8524,0.1314
-74.00849999999994,40.70800000000004,6.8374,0.1405
-74.00799999999994,40.70800000000004,6.8227,0.1606
-74.00749999999994,40.70800000000004,6.8082,0.1881
-74.00699999999993,40.70800000000004,6.7939,0.2203
-74.00649999999993,40.70800000000004,6.7798,0.2554
-74.00599999999993,40.70800000000004,6.766,0.2923
-74.00549999999993,40.70800000000004,6.7524,0.3306
-74.00499999999992,40.70800000000004,6.739,0.3696
-74.00449999999992,40.70800000000004,6.7259,0.4093
-74.00399999999992,40.70800000000004,6.713,0.4494
-74.00349999999992,40.70800000000004,6.7003,0.4899
-74.00299999999991,40.70800000000004,6.6879,0.5306
-74.00249999999991,40.70800000000004,6.6758,0.5716
-74.00199999999991,40.70800000000004,6.6639,0.6021
-74.00149999999991,40.70800000000004,6.6522,0.6166
-74.0009999999999,40.70800000000004,6.6408,0.6336
-74.0004999999999,40.70800000000004,6.6296,0.6529
-73.9999999999999,40.70800000000004,6.6186,0.6743
-73.9994999999999,40.70800000000004,6.608,0.6975
-74.01849999999999,40.70850000000004,7.1288,0.4575
-74.01799999999999,40.70850000000004,7.1096,0.4176
-74.01749999999998,40.70850000000004,7.0907,0.3783
-74.01699999999998,40.70850000000004,7.0719,0.3396
-74.01649999999998,40.70850000000004,7.0534,0.3019
-74.01599999999998,40.70850000000004,7.0351,0.2654
-74.01549999999997,40.70850000000004,7.0169,0.231
-74.01499999999997,40.70850000000004,6.999,0.1995
-74.01449999999997,40.70850000000004,6.9813,0.1726
-74.01399999999997,40.70850000000004,6.9638,0.1528
-74.01349999999996,40.70850000000004,6.9465,0.143
-74.01299999999996,40.70850000000004,6.9294,0.1452
-74.01249999999996,40.70850000000004,6.9125,0.159
-74.01199999999996,40.70850000000004,6.8959,0.1818
-74.01149999999996,40.70850000000004,6.8794,0.2106
-74.01099999999995,40.70850000000004,6.8632,0.2251
-74.01049999999995,40.70850000000004,6.8472,0.2209
-74.00999999999995,40.70850000000004,6.8314,0.2015
-74.00949999999995,40.70850000000004,6.8159,0.1897
-74.00899999999994,40.70850000000004,6.8006,0.1869
-74.00849999999994,40.70850000000004,6.7855,0.1934
-74.00799999999994,40.70850000000004,6.7706,0.2085
-74.00749999999994,40.70850000000004,6.7559,0.2303
-74.00699999999993,40.70850000000004,6.7415,0.2573
-74.00649999999993,40.70850000000004,6.7274,0.2879
-74.00599999999993,40.70850000000004,6.7134,0.3211
-74.00549999999993,40.70850000000004,6.6997,0.3563
-74.00499999999992,40.70850000000004,6.6862,0.3928
-74.00449999999992,40.70850000000004,6.673,0.4303
-74.00399999999992,40.70850000000004,6.66,0.4687
-74.00349999999992,40.70850000000004,6.6473,0.5076
-74.00299999999991,40.70850000000004,6.6348,0.5266
-74.00249999999991,40.70850000000004,6.6225,0.5366
-74.00199999999991,40.70850000000004,6.6105,0.5496
-74.00149999999991,40.70850000000004,6.5987,0.5655
-74.0009999999999,40.70850000000004,6.5872,0.584
-74.0004999999999,40.70850000000004,6.5759,0.6048
-73.9999999999999,40.70850000000004,6.5649,0.6278
-73.9994999999999,40.70850000000004,6.5542,0.6528
-73.9989999999999,40.70850000000004,6.5436,0.6794
-73.9984999999999,40.70850000000004,6.5334,0.7075
-74.01849999999999,40.709000000000046,7.0794,0.4777
-74.01799999999999,40.709000000000046,7.0601,0.4397
-74.01749999999998,40.709000000000046,7.041,0.4025
-74.01699999999998,40.709000000000046,7.0221,0.3664
-74.01649999999998,40.709000000000046,7.0035,0.3317
-74.01599999999998,40.709000000000046,6.985,0.2989
-74.01549999999997,40.709000000000046,6.9667,0.2688
-74.01499999999997,40.709000000000046,6.9487,0.2423
-74.01449999999997,40.709000000000046,6.9308,0.2207
-74.01399999999997,40.709000000000046,6.9132,0.2056
-74.01349999999996,40.709000000000046,6.8957,0.1984
-74.01299999999996,40.709000000000046,6.8785,0.2
-74.01249999999996,40.709000000000046,6.8615,0.2103
-74.01199999999996,40.709000000000046,6.8448,0.228
-74.01149999999996,40.709000000000046,6.8282,0.2516
-74.01099999999995,40.709000000000046,6.8119,0.2795
-74.01049999999995,40.709000000000046,6.7957,0.2695
-74.00999999999995,40.709000000000046,6.7798,0.2539
-74.00949999999995,40.709000000000046,6.7642,0.2446
-74.00899999999994,40.709000000000046,6.7487,0.2424
-74.00849999999994,40.709000000000046,6.7335,0.2475
-74.00799999999994,40.709000000000046,6.7185,0.2594
-74.00749999999994,40.709000000000046,6.7038,0.2773
-74.00699999999993,40.709000000000046,6.6893,0.3001
-74.00649999999993,40.709000000000046,6.675,0.3267
-74.00599999999993,40.709000000000046,6.6609,0.3563
-74.00549999999993,40.709000000000046,6.6471,0.3883
-74.00499999999992,40.709000000000046,6.6335,0.4221
-74.00449999999992,40.709000000000046,6.6202,0.4572
-74.00399999999992,40.709000000000046,6.6071,0.4609
-74.00349999999992,40.709000000000046,6.5943,0.4647
-74.00299999999991,40.709000000000046,6.5816,0.4722
-74.00249999999991,40.709000000000046,6.5693,0.4833
-74.00199999999991,40.709000000000046,6.5572,0.4978
-74.00149999999991,40.709000000000046,6.5453,0.5152
-74.0009999999999,40.709000000000046,6.5337,0.5355
-74.0004999999999,40.709000000000046,6.5223,0.5581
-73.9999999999999,40.709000000000046,6.5112,0.583
-73.9994999999999,40.709000000000046,6.5004,0.6098
-73.9989999999999,40.709000000000046,6.4898,0.6382
-73.9984999999999,40.709000000000046,6.4794,0.668
-73.99799999999989,40.709000000000046,6.4693,0.6992
-73.99749999999989,40.709000000000046,6.4595,0.7314
-73.99699999999989,40.709000000000046,6.45,0.7646
-73.99649999999988,40.709000000000046,6.4406,0.7478
-73.99599999999988,40.709000000000046,6.4316,0.7184
-73.99549999999988,40.709000000000046,6.4228,0.6903
-74.01799999999999,40.70950000000005,7.0106,0.4674
-74.01749999999998,40.70950000000005,6.9914,0.4326
-74.01699999999998,40.70950000000005,6.9724,0.3992
-74.01649999999998,40.70950000000005,6.9536,0.3676
-74.01599999999998,40.70950000000005,6.935,0.3383
-74.01549999999997,40.70950000000005,6.9166,0.312
-74.01499999999997,40.70950000000005,6.8984,0.2895
-74.01449999999997,40.70950000000005,6.8804,0.2717
-74.01399999999997,40.70950000000005,6.8627,0.2595
-74.01349999999996,40.70950000000005,6.8451,0.2539
-74.01299999999996,40.70950000000005,6.8278,0.2552
-74.01249999999996,40.70950000000005,6.8106,0.261
-74.01199999999996,40.70950000000005,6.7937,0.2601
-74.01149999999996,40.70950000000005,6.777,0.266
